Year,AREA_clean,Welfare_Percentage
1998,Chiba,1.54
1998,Tokyo,2.61
1998,Kanagawa,2.47
1998,Niigata,1.33
1998,Toyama,1.56
1998,Ishikawa,1.32
1998,Fukui,1.78
1998,Yamanashi,1.71
1998,Nagano,1.71
1998,Gifu,1.71
1998,Shizuoka,1.27
1998,Aichi,2.16
1998,Mie,1.82
1998,Shiga,2.0
1998,Kyoto,2.01
1998,Osaka,2.0
1998,Hyōgo,2.59
1998,Nara,1.97
1998,Wakayama,2.1
1998,Tottori,1.92
1998,Shimane,2.28
1998,Okayama,1.69
1998,Hiroshima,1.51
1998,Yamaguchi,1.83
1998,Tokushima,1.66
1998,Kagawa,2.17
1998,Ehime,1.74
1998,Kōchi,1.69
1998,Fukuoka,1.95
1998,Saga,1.67
1998,Nagasaki,1.67
1998,Kumamoto,1.6
1998,Ōita,1.61
1998,Miyazaki,1.32
1998,Kagoshima,1.9
1998,Okinawa,1.68
1999,Hokkaido,1.3
1999,Aomori,1.64
1999,Iwate,1.61
1999,Miyagi,1.75
1999,Akita,1.59
1999,Yamagata,1.42
1999,Fukushima,2.22
1999,Ibaraki,2.01
1999,Tochigi,1.92
1999,Gunma,1.72
1999,Saitama,2.6
1999,Chiba,1.5
1999,Tokyo,2.59
1999,Kanagawa,2.46
1999,Niigata,1.33
1999,Toyama,1.92
1999,Ishikawa,1.15
1999,Fukui,1.74
1999,Yamanashi,1.87
1999,Nagano,1.66
1999,Gifu,1.83
1999,Shizuoka,1.31
1999,Aichi,1.92
1999,Mie,1.89
1999,Shiga,1.87
1999,Kyoto,2.11
1999,Osaka,1.79
1999,Hyōgo,2.34
1999,Nara,2.0
1999,Wakayama,2.13
1999,Tottori,1.83
1999,Shimane,2.72
1999,Okayama,1.59
1999,Hiroshima,1.39
1999,Yamaguchi,1.76
1999,Tokushima,1.7
1999,Kagawa,2.19
1999,Ehime,1.73
1999,Kōchi,1.42
1999,Fukuoka,1.93
1999,Saga,1.75
1999,Nagasaki,1.63
1999,Kumamoto,1.75
1999,Ōita,1.58
1999,Miyazaki,1.32
1999,Kagoshima,1.91
1999,Okinawa,1.51
2000,Hokkaido,1.36
2000,Aomori,1.86
2000,Iwate,1.56
2000,Miyagi,1.89
2000,Akita,1.73
2000,Yamagata,1.43
2000,Fukushima,1.98
2000,Ibaraki,1.99
2000,Tochigi,2.34
2000,Gunma,2.57
2000,Saitama,2.67
2000,Chiba,1.49
2000,Tokyo,2.15
2000,Kanagawa,2.38
2000,Niigata,1.45
2000,Toyama,1.5
2000,Ishikawa,1.18
2000,Fukui,1.96
2000,Yamanashi,1.81
2000,Nagano,1.77
2000,Gifu,1.88
2000,Shizuoka,1.3
2000,Aichi,1.88
2000,Mie,1.84
2000,Shiga,2.02
2000,Kyoto,2.13
2000,Osaka,1.83
2000,Hyōgo,2.62
2000,Nara,1.96
2000,Wakayama,2.52
2000,Tottori,2.02
2000,Shimane,1.68
2000,Okayama,1.63
2000,Hiroshima,1.53
2000,Yamaguchi,1.76
2000,Tokushima,1.82
2000,Kagawa,2.26
2000,Ehime,1.68
2000,Kōchi,1.91
2000,Fukuoka,1.98
2000,Saga,1.79
2000,Nagasaki,1.68
2000,Kumamoto,1.51
2000,Ōita,1.61
2000,Miyazaki,1.38
2000,Kagoshima,1.6
2000,Okinawa,1.77
2001,Hokkaido,1.58
2001,Aomori,1.61
2001,Iwate,1.77
2001,Miyagi,2.12
2001,Akita,2.22
2001,Yamagata,1.59
2001,Fukushima,1.99
2001,Ibaraki,2.14
2001,Tochigi,1.93
2001,Gunma,2.17
2001,Saitama,3.11
2001,Chiba,1.83
2001,Tokyo,2.21
2001,Kanagawa,2.61
2001,Niigata,1.52
2001,Toyama,1.54
2001,Ishikawa,1.32
2001,Fukui,2.65
2001,Yamanashi,1.96
2001,Nagano,1.87
2001,Gifu,1.95
2001,Shizuoka,1.53
2001,Aichi,2.13
2001,Mie,2.06
2001,Shiga,2.23
2001,Kyoto,2.51
2001,Osaka,2.31
2001,Hyōgo,2.6
2001,Nara,2.53
2001,Wakayama,2.97
2001,Tottori,2.09
2001,Shimane,2.01
2001,Okayama,1.9
2001,Hiroshima,1.7
2001,Yamaguchi,2.04
2001,Tokushima,2.24
2001,Kagawa,2.68
2001,Ehime,1.9
2001,Kōchi,1.7
2001,Fukuoka,1.94
2001,Saga,2.27
2001,Nagasaki,1.6
2001,Kumamoto,1.77
2001,Ōita,1.69
2001,Miyazaki,1.61
2001,Kagoshima,1.76
2001,Okinawa,2.04
2002,Hokkaido,1.61
2002,Aomori,1.72
2002,Iwate,1.68
2002,Miyagi,1.9
2002,Akita,2.2
2002,Yamagata,1.53
2002,Fukushima,1.79
2002,Ibaraki,2.06
2002,Tochigi,1.95
2002,Gunma,2.15
2002,Saitama,2.97
2002,Chiba,1.59
2002,Tokyo,2.11
2002,Kanagawa,2.66
2002,Niigata,1.53
2002,Toyama,1.49
2002,Ishikawa,1.48
2002,Fukui,3.37
2002,Yamanashi,2.12
2002,Nagano,1.92
2002,Gifu,1.98
2002,Shizuoka,1.64
2002,Aichi,2.02
2002,Mie,1.92
2002,Shiga,2.21
2002,Kyoto,2.32
2002,Osaka,1.81
2002,Hyōgo,2.08
2002,Nara,2.31
2002,Wakayama,2.44
2002,Tottori,2.24
2002,Shimane,2.46
2002,Okayama,1.87
2002,Hiroshima,1.66
2002,Yamaguchi,2.03
2002,Tokushima,2.22
2002,Kagawa,2.56
2002,Ehime,1.79
2002,Kōchi,2.0
2002,Fukuoka,2.3
2002,Saga,2.03
2002,Nagasaki,1.84
2002,Kumamoto,1.75
2002,Ōita,1.83
2002,Miyazaki,1.52
2002,Kagoshima,1.81
2002,Okinawa,2.14
2003,Hokkaido,1.28
2003,Aomori,1.53
2003,Iwate,1.58
2003,Miyagi,1.65
2003,Akita,1.92
2003,Yamagata,1.53
2003,Fukushima,1.57
2003,Ibaraki,2.03
2003,Tochigi,1.54
2003,Gunma,1.74
2003,Saitama,2.87
2003,Chiba,1.56
2003,Tokyo,2.02
2003,Kanagawa,2.57
2003,Niigata,1.3
2003,Toyama,1.7
2003,Ishikawa,1.58
2003,Fukui,2.39
2003,Yamanashi,1.53
2003,Nagano,1.85
2003,Gifu,1.53
2003,Shizuoka,1.59
2003,Aichi,1.92
2003,Mie,1.7
2003,Shiga,2.05
2003,Kyoto,2.32
2003,Osaka,1.88
2003,Hyōgo,2.15
2003,Nara,1.87
2003,Wakayama,2.48
2003,Tottori,2.23
2003,Shimane,1.42
2003,Okayama,2.0
2003,Hiroshima,1.49
2003,Yamaguchi,1.74
2003,Tokushima,1.73
2003,Kagawa,2.49
2003,Ehime,1.76
2003,Kōchi,1.46
2003,Fukuoka,1.88
2003,Saga,1.85
2003,Nagasaki,1.57
2003,Kumamoto,1.35
2003,Ōita,1.42
2003,Miyazaki,1.39
2003,Kagoshima,1.49
2003,Okinawa,1.72
2004,Hokkaido,1.57
2004,Aomori,1.56
2004,Iwate,1.64
2004,Miyagi,1.75
2004,Akita,1.96
2004,Yamagata,1.57
2004,Fukushima,1.56
2004,Ibaraki,2.09
2004,Tochigi,1.41
2004,Gunma,1.81
2004,Saitama,2.95
2004,Chiba,1.49
2004,Tokyo,1.96
2004,Kanagawa,2.58
2004,Niigata,0.96
2004,Toyama,1.53
2004,Ishikawa,1.51
2004,Fukui,2.21
2004,Yamanashi,1.52
2004,Nagano,1.83
2004,Gifu,1.56
2004,Shizuoka,1.58
2004,Aichi,1.91
2004,Mie,1.85
2004,Shiga,2.11
2004,Kyoto,2.31
2004,Osaka,1.84
2004,Hyōgo,1.84
2004,Nara,1.87
2004,Wakayama,2.28
2004,Tottori,2.47
2004,Shimane,1.43
2004,Okayama,1.5
2004,Hiroshima,1.48
2004,Yamaguchi,1.66
2004,Tokushima,1.8
2004,Kagawa,2.37
2004,Ehime,1.73
2004,Kōchi,1.51
2004,Fukuoka,1.9
2004,Saga,1.87
2004,Nagasaki,1.53
2004,Kumamoto,1.45
2004,Ōita,1.54
2004,Miyazaki,1.46
2004,Kagoshima,1.56
2004,Okinawa,1.93
2005,Hokkaido,2.45
2005,Aomori,2.69
2005,Iwate,2.57
2005,Miyagi,2.78
2005,Akita,3.23
2005,Yamagata,2.42
2005,Fukushima,2.47
2005,Ibaraki,3.25
2005,Tochigi,2.48
2005,Gunma,2.72
2005,Saitama,4.24
2005,Chiba,2.88
2005,Tokyo,2.72
2005,Kanagawa,4.23
2005,Niigata,1.8
2005,Toyama,2.34
2005,Ishikawa,2.66
2005,Fukui,3.06
2005,Yamanashi,2.36
2005,Nagano,2.61
2005,Gifu,2.6
2005,Shizuoka,2.77
2005,Aichi,3.13
2005,Mie,2.92
2005,Shiga,2.9
2005,Kyoto,3.55
2005,Osaka,3.62
2005,Hyōgo,2.52
2005,Nara,2.88
2005,Wakayama,3.31
2005,Tottori,2.68
2005,Shimane,1.98
2005,Okayama,2.62
2005,Hiroshima,2.75
2005,Yamaguchi,2.6
2005,Tokushima,2.55
2005,Kagawa,3.4
2005,Ehime,2.84
2005,Kōchi,2.57
2005,Fukuoka,3.61
2005,Saga,2.92
2005,Nagasaki,2.83
2005,Kumamoto,2.93
2005,Ōita,2.43
2005,Miyazaki,2.54
2005,Kagoshima,2.89
2005,Okinawa,3.27
2006,Hokkaido,3.04
2006,Aomori,3.4
2006,Iwate,2.97
2006,Miyagi,3.58
2006,Akita,3.12
2006,Yamagata,3.06
2006,Fukushima,3.31
2006,Ibaraki,3.52
2006,Tochigi,3.29
2006,Gunma,3.24
2006,Saitama,4.89
2006,Chiba,3.66
2006,Tokyo,3.02
2006,Kanagawa,5.11
2006,Niigata,2.25
2006,Toyama,2.81
2006,Ishikawa,3.98
2006,Fukui,3.85
2006,Yamanashi,3.02
2006,Nagano,3.47
2006,Gifu,3.05
2006,Shizuoka,3.45
2006,Aichi,3.64
2006,Mie,3.6
2006,Shiga,3.52
2006,Kyoto,4.73
2006,Osaka,4.33
2006,Hyōgo,3.98
2006,Nara,3.47
2006,Wakayama,3.93
2006,Tottori,3.11
2006,Shimane,2.65
2006,Okayama,3.12
2006,Hiroshima,3.44
2006,Yamaguchi,3.13
2006,Tokushima,2.85
2006,Kagawa,4.05
2006,Ehime,3.92
2006,Kōchi,3.73
2006,Fukuoka,4.42
2006,Saga,3.49
2006,Nagasaki,3.57
2006,Kumamoto,3.84
2006,Ōita,3.46
2006,Miyazaki,3.5
2006,Kagoshima,3.34
2006,Okinawa,3.65
2007,Hokkaido,3.46
2007,Aomori,3.62
2007,Iwate,3.35
2007,Miyagi,3.71
2007,Akita,3.7
2007,Yamagata,3.07
2007,Fukushima,3.54
2007,Ibaraki,3.86
2007,Tochigi,3.58
2007,Gunma,3.31
2007,Saitama,4.95
2007,Chiba,3.99
2007,Tokyo,5.6
2007,Kanagawa,5.51
2007,Niigata,2.23
2007,Toyama,2.82
2007,Ishikawa,3.17
2007,Fukui,2.97
2007,Yamanashi,4.01
2007,Nagano,3.48
2007,Gifu,3.44
2007,Shizuoka,3.54
2007,Aichi,3.83
2007,Mie,4.2
2007,Shiga,3.66
2007,Kyoto,4.87
2007,Osaka,4.75
2007,Hyōgo,3.94
2007,Nara,3.81
2007,Wakayama,3.93
2007,Tottori,3.27
2007,Shimane,2.78
2007,Okayama,3.41
2007,Hiroshima,3.7
2007,Yamaguchi,3.52
2007,Tokushima,2.91
2007,Kagawa,4.01
2007,Ehime,3.91
2007,Kōchi,3.75
2007,Fukuoka,4.57
2007,Saga,3.75
2007,Nagasaki,3.97
2007,Kumamoto,4.05
2007,Ōita,3.7
2007,Miyazaki,3.82
2007,Kagoshima,4.05
2007,Okinawa,4.82
2008,Hokkaido,3.71
2008,Aomori,3.76
2008,Iwate,3.5
2008,Miyagi,4.04
2008,Akita,3.74
2008,Yamagata,3.17
2008,Fukushima,3.66
2008,Ibaraki,4.09
2008,Tochigi,3.65
2008,Gunma,3.39
2008,Saitama,4.81
2008,Chiba,4.13
2008,Tokyo,4.44
2008,Kanagawa,5.73
2008,Niigata,2.88
2008,Toyama,2.85
2008,Ishikawa,3.92
2008,Fukui,3.07
2008,Yamanashi,3.29
2008,Nagano,3.96
2008,Gifu,3.59
2008,Shizuoka,3.61
2008,Aichi,3.99
2008,Mie,4.29
2008,Shiga,3.89
2008,Kyoto,4.93
2008,Osaka,4.88
2008,Hyōgo,3.94
2008,Nara,3.95
2008,Wakayama,3.88
2008,Tottori,3.36
2008,Shimane,2.99
2008,Okayama,3.63
2008,Hiroshima,4.0
2008,Yamaguchi,3.65
2008,Tokushima,3.03
2008,Kagawa,4.44
2008,Ehime,4.11
2008,Kōchi,3.9
2008,Fukuoka,4.54
2008,Saga,4.01
2008,Nagasaki,3.76
2008,Kumamoto,4.19
2008,Ōita,3.95
2008,Miyazaki,3.91
2008,Kagoshima,4.29
2008,Okinawa,5.04
2009,Hokkaido,4.04
2009,Aomori,4.36
2009,Iwate,3.57
2009,Miyagi,3.93
2009,Akita,4.06
2009,Yamagata,3.21
2009,Fukushima,3.86
2009,Ibaraki,4.06
2009,Tochigi,4.28
2009,Gunma,3.75
2009,Saitama,5.26
2009,Chiba,4.88
2009,Tokyo,3.96
2009,Kanagawa,6.02
2009,Niigata,3.09
2009,Toyama,2.89
2009,Ishikawa,4.17
2009,Fukui,2.99
2009,Yamanashi,3.39
2009,Nagano,4.13
2009,Gifu,3.7
2009,Shizuoka,4.76
2009,Aichi,4.2
2009,Mie,4.46
2009,Shiga,4.4
2009,Kyoto,5.91
2009,Osaka,6.07
2009,Hyōgo,5.73
2009,Nara,4.78
2009,Wakayama,4.08
2009,Tottori,4.17
2009,Shimane,3.47
2009,Okayama,3.94
2009,Hiroshima,4.44
2009,Yamaguchi,3.88
2009,Tokushima,3.38
2009,Kagawa,4.45
2009,Ehime,4.76
2009,Kōchi,4.28
2009,Fukuoka,5.77
2009,Saga,4.06
2009,Nagasaki,4.46
2009,Kumamoto,4.51
2009,Ōita,4.56
2009,Miyazaki,4.33
2009,Kagoshima,4.64
2009,Okinawa,5.77
2010,Hokkaido,3.72
2010,Aomori,3.81
2010,Iwate,3.63
2010,Miyagi,3.77
2010,Akita,3.66
2010,Yamagata,3.08
2010,Fukushima,3.58
2010,Ibaraki,4.18
2010,Tochigi,3.91
2010,Gunma,4.97
2010,Saitama,5.06
2010,Chiba,5.39
2010,Tokyo,4.08
2010,Kanagawa,5.54
2010,Niigata,2.86
2010,Toyama,2.72
2010,Ishikawa,4.31
2010,Fukui,2.7
2010,Yamanashi,3.45
2010,Nagano,4.01
2010,Gifu,3.84
2010,Shizuoka,4.32
2010,Aichi,4.4
2010,Mie,4.24
2010,Shiga,4.08
2010,Kyoto,5.19
2010,Osaka,3.93
2010,Hyōgo,4.13
2010,Nara,4.1
2010,Wakayama,4.39
2010,Tottori,3.36
2010,Shimane,2.9
2010,Okayama,3.6
2010,Hiroshima,4.03
2010,Yamaguchi,3.66
2010,Tokushima,2.95
2010,Kagawa,4.12
2010,Ehime,3.97
2010,Kōchi,3.59
2010,Fukuoka,4.67
2010,Saga,3.53
2010,Nagasaki,3.98
2010,Kumamoto,3.85
2010,Ōita,3.9
2010,Miyazaki,2.76
2010,Kagoshima,4.17
2010,Okinawa,5.14
2011,Hokkaido,4.1
2011,Aomori,3.68
2011,Iwate,2.26
2011,Miyagi,2.38
2011,Akita,3.41
2011,Yamagata,3.24
2011,Fukushima,2.64
2011,Ibaraki,3.84
2011,Tochigi,3.82
2011,Gunma,3.98
2011,Saitama,5.5
2011,Chiba,4.77
2011,Tokyo,4.41
2011,Kanagawa,6.0
2011,Niigata,2.91
2011,Toyama,2.83
2011,Ishikawa,3.66
2011,Fukui,2.99
2011,Yamanashi,3.36
2011,Nagano,4.31
2011,Gifu,4.07
2011,Shizuoka,4.96
2011,Aichi,4.7
2011,Mie,4.44
2011,Shiga,4.64
2011,Kyoto,6.05
2011,Osaka,5.35
2011,Hyōgo,4.41
2011,Nara,4.28
2011,Wakayama,3.85
2011,Tottori,3.73
2011,Shimane,2.9
2011,Okayama,3.91
2011,Hiroshima,4.96
2011,Yamaguchi,3.6
2011,Tokushima,3.16
2011,Kagawa,4.34
2011,Ehime,4.38
2011,Kōchi,3.95
2011,Fukuoka,4.59
2011,Saga,3.95
2011,Nagasaki,4.29
2011,Kumamoto,4.5
2011,Ōita,4.04
2011,Miyazaki,3.83
2011,Kagoshima,4.47
2011,Okinawa,6.07
2012,Hokkaido,4.27
2012,Aomori,4.19
2012,Iwate,2.7
2012,Miyagi,2.08
2012,Akita,3.73
2012,Yamagata,3.76
2012,Fukushima,2.41
2012,Ibaraki,4.42
2012,Tochigi,4.27
2012,Gunma,4.66
2012,Saitama,5.65
2012,Chiba,5.33
2012,Tokyo,4.51
2012,Kanagawa,6.2
2012,Niigata,2.79
2012,Toyama,3.03
2012,Ishikawa,4.13
2012,Fukui,3.44
2012,Yamanashi,3.78
2012,Nagano,4.52
2012,Gifu,4.59
2012,Shizuoka,4.97
2012,Aichi,4.9
2012,Mie,4.6
2012,Shiga,4.63
2012,Kyoto,7.0
2012,Osaka,6.1
2012,Hyōgo,4.61
2012,Nara,4.64
2012,Wakayama,4.16
2012,Tottori,4.02
2012,Shimane,2.98
2012,Okayama,4.28
2012,Hiroshima,5.11
2012,Yamaguchi,3.84
2012,Tokushima,3.49
2012,Kagawa,4.54
2012,Ehime,4.65
2012,Kōchi,4.43
2012,Fukuoka,5.67
2012,Saga,4.43
2012,Nagasaki,4.74
2012,Kumamoto,4.79
2012,Ōita,4.19
2012,Miyazaki,4.37
2012,Kagoshima,4.75
2012,Okinawa,6.11
2013,Hokkaido,4.37
2013,Aomori,3.93
2013,Iwate,2.64
2013,Miyagi,2.59
2013,Akita,3.48
2013,Yamagata,3.14
2013,Fukushima,2.06
2013,Ibaraki,4.46
2013,Tochigi,4.33
2013,Gunma,4.47
2013,Saitama,5.96
2013,Chiba,5.31
2013,Tokyo,4.51
2013,Kanagawa,6.32
2013,Niigata,3.08
2013,Toyama,3.11
2013,Ishikawa,4.06
2013,Fukui,3.09
2013,Yamanashi,3.56
2013,Nagano,4.43
2013,Gifu,4.4
2013,Shizuoka,4.73
2013,Aichi,4.88
2013,Mie,4.66
2013,Shiga,4.47
2013,Kyoto,5.38
2013,Osaka,6.24
2013,Hyōgo,4.32
2013,Nara,4.49
2013,Wakayama,3.76
2013,Tottori,3.78
2013,Shimane,2.96
2013,Okayama,4.08
2013,Hiroshima,4.99
2013,Yamaguchi,3.73
2013,Tokushima,3.2
2013,Kagawa,4.24
2013,Ehime,4.31
2013,Kōchi,3.83
2013,Fukuoka,4.49
2013,Saga,4.51
2013,Nagasaki,4.66
2013,Kumamoto,4.27
2013,Ōita,4.04
2013,Miyazaki,3.94
2013,Kagoshima,4.55
2013,Okinawa,5.83
2014,Hokkaido,4.79
2014,Aomori,4.55
2014,Iwate,2.91
2014,Miyagi,3.03
2014,Akita,3.88
2014,Yamagata,3.5
2014,Fukushima,1.94
2014,Ibaraki,4.78
2014,Tochigi,4.43
2014,Gunma,4.81
2014,Saitama,6.42
2014,Chiba,5.47
2014,Tokyo,4.56
2014,Kanagawa,6.26
2014,Niigata,2.7
2014,Toyama,3.17
2014,Ishikawa,4.52
2014,Fukui,3.55
2014,Yamanashi,3.66
2014,Nagano,4.6
2014,Gifu,5.32
2014,Shizuoka,5.01
2014,Aichi,5.02
2014,Mie,4.93
2014,Shiga,4.9
2014,Kyoto,5.57
2014,Osaka,6.41
2014,Hyōgo,4.56
2014,Nara,4.86
2014,Wakayama,4.19
2014,Tottori,4.05
2014,Shimane,3.17
2014,Okayama,4.42
2014,Hiroshima,5.41
2014,Yamaguchi,3.91
2014,Tokushima,3.34
2014,Kagawa,4.44
2014,Ehime,4.64
2014,Kōchi,4.14
2014,Fukuoka,4.55
2014,Saga,4.73
2014,Nagasaki,5.13
2014,Kumamoto,4.76
2014,Ōita,4.43
2014,Miyazaki,4.37
2014,Kagoshima,4.97
2014,Okinawa,6.21
2015,Hokkaido,4.87
2015,Aomori,4.73
2015,Iwate,2.71
2015,Miyagi,3.15
2015,Akita,4.32
2015,Yamagata,3.61
2015,Fukushima,2.25
2015,Ibaraki,5.4
2015,Tochigi,4.72
2015,Gunma,4.8
2015,Saitama,6.66
2015,Chiba,5.69
2015,Tokyo,5.32
2015,Kanagawa,7.37
2015,Niigata,3.58
2015,Toyama,3.54
2015,Ishikawa,4.37
2015,Fukui,3.71
2015,Yamanashi,3.79
2015,Nagano,4.83
2015,Gifu,4.91
2015,Shizuoka,4.99
2015,Aichi,5.72
2015,Mie,5.11
2015,Shiga,4.72
2015,Kyoto,5.75
2015,Osaka,6.13
2015,Hyōgo,5.66
2015,Nara,4.85
2015,Wakayama,4.53
2015,Tottori,4.57
2015,Shimane,3.4
2015,Okayama,4.33
2015,Hiroshima,5.35
2015,Yamaguchi,4.13
2015,Tokushima,3.28
2015,Kagawa,4.58
2015,Ehime,4.85
2015,Kōchi,4.2
2015,Fukuoka,4.62
2015,Saga,4.83
2015,Nagasaki,5.55
2015,Kumamoto,4.97
2015,Ōita,4.8
2015,Miyazaki,3.76
2015,Kagoshima,5.04
2015,Okinawa,5.98
2016,Hokkaido,4.94
2016,Aomori,4.55
2016,Iwate,2.9
2016,Miyagi,3.27
2016,Akita,4.84
2016,Yamagata,3.63
2016,Fukushima,1.85
2016,Ibaraki,5.91
2016,Tochigi,4.96
2016,Gunma,5.13
2016,Saitama,6.62
2016,Chiba,5.82
2016,Tokyo,7.62
2016,Kanagawa,6.95
2016,Niigata,3.82
2016,Toyama,3.57
2016,Ishikawa,4.08
2016,Fukui,3.6
2016,Yamanashi,3.98
2016,Nagano,5.08
2016,Gifu,5.43
2016,Shizuoka,5.17
2016,Aichi,5.54
2016,Mie,5.84
2016,Shiga,4.87
2016,Kyoto,6.06
2016,Osaka,6.64
2016,Hyōgo,5.28
2016,Nara,5.09
2016,Wakayama,4.6
2016,Tottori,4.01
2016,Shimane,3.56
2016,Okayama,4.82
2016,Hiroshima,5.7
2016,Yamaguchi,4.24
2016,Tokushima,3.31
2016,Kagawa,4.5
2016,Ehime,4.97
2016,Kōchi,4.22
2016,Fukuoka,4.69
2016,Saga,4.53
2016,Nagasaki,5.14
2016,Kumamoto,3.9
2016,Ōita,4.62
2016,Miyazaki,4.85
2016,Kagoshima,5.21
2016,Okinawa,5.85
2017,Hokkaido,5.3
2017,Aomori,4.72
2017,Iwate,2.9
2017,Miyagi,3.63
2017,Akita,4.66
2017,Yamagata,3.99
2017,Fukushima,2.6
2017,Ibaraki,5.92
2017,Tochigi,4.99
2017,Gunma,5.54
2017,Saitama,7.13
2017,Chiba,6.46
2017,Tokyo,4.79
2017,Kanagawa,7.31
2017,Niigata,4.14
2017,Toyama,3.75
2017,Ishikawa,4.49
2017,Fukui,3.81
2017,Yamanashi,4.22
2017,Nagano,5.33
2017,Gifu,5.52
2017,Shizuoka,5.27
2017,Aichi,5.81
2017,Mie,5.44
2017,Shiga,5.18
2017,Kyoto,6.64
2017,Osaka,7.15
2017,Hyōgo,5.68
2017,Nara,5.49
2017,Wakayama,4.84
2017,Tottori,4.04
2017,Shimane,3.53
2017,Okayama,5.2
2017,Hiroshima,5.83
2017,Yamaguchi,4.7
2017,Tokushima,3.57
2017,Kagawa,4.82
2017,Ehime,5.05
2017,Kōchi,4.21
2017,Fukuoka,5.16
2017,Saga,5.37
2017,Nagasaki,5.29
2017,Kumamoto,4.24
2017,Ōita,4.73
2017,Miyazaki,4.91
2017,Kagoshima,5.28
2017,Okinawa,6.45
2018,Hokkaido,4.95
2018,Aomori,4.62
2018,Iwate,2.94
2018,Miyagi,3.61
2018,Akita,4.35
2018,Yamagata,3.79
2018,Fukushima,2.69
2018,Ibaraki,5.52
2018,Tochigi,4.66
2018,Gunma,5.06
2018,Saitama,6.46
2018,Chiba,5.33
2018,Tokyo,4.2
2018,Kanagawa,7.18
2018,Niigata,3.73
2018,Toyama,3.38
2018,Ishikawa,4.17
2018,Fukui,3.67
2018,Yamanashi,3.77
2018,Nagano,5.19
2018,Gifu,5.12
2018,Shizuoka,4.87
2018,Aichi,5.5
2018,Mie,5.06
2018,Shiga,4.78
2018,Kyoto,6.28
2018,Osaka,6.99
2018,Hyōgo,5.47
2018,Nara,5.1
2018,Wakayama,4.45
2018,Tottori,4.07
2018,Shimane,3.49
2018,Okayama,4.72
2018,Hiroshima,5.45
2018,Yamaguchi,4.24
2018,Tokushima,3.18
2018,Kagawa,4.49
2018,Ehime,4.69
2018,Kōchi,4.18
2018,Fukuoka,4.79
2018,Saga,4.43
2018,Nagasaki,5.19
2018,Kumamoto,4.24
2018,Ōita,4.5
2018,Miyazaki,4.55
2018,Kagoshima,5.08
2018,Okinawa,6.22
2019,Hokkaido,5.39
2019,Aomori,4.49
2019,Iwate,3.07
2019,Miyagi,3.88
2019,Akita,4.59
2019,Yamagata,3.55
2019,Fukushima,2.72
2019,Ibaraki,5.94
2019,Tochigi,4.82
2019,Gunma,5.03
2019,Saitama,6.48
2019,Chiba,5.65
2019,Tokyo,4.97
2019,Kanagawa,7.07
2019,Niigata,3.7
2019,Toyama,3.5
2019,Ishikawa,4.21
2019,Fukui,3.72
2019,Yamanashi,3.8
2019,Nagano,5.53
2019,Gifu,5.01
2019,Shizuoka,4.87
2019,Aichi,5.41
2019,Mie,5.12
2019,Shiga,4.86
2019,Kyoto,6.19
2019,Osaka,7.46
2019,Hyōgo,5.68
2019,Nara,5.15
2019,Wakayama,4.63
2019,Tottori,3.99
2019,Shimane,3.59
2019,Okayama,4.72
2019,Hiroshima,5.51
2019,Yamaguchi,4.27
2019,Tokushima,3.4
2019,Kagawa,4.72
2019,Ehime,4.86
2019,Kōchi,4.09
2019,Fukuoka,5.86
2019,Saga,4.54
2019,Nagasaki,5.17
2019,Kumamoto,4.85
2019,Ōita,4.48
2019,Miyazaki,4.65
2019,Kagoshima,5.13
2019,Okinawa,6.41
2020,Hokkaido,4.98
2020,Aomori,4.25
2020,Iwate,3.0
2020,Miyagi,4.35
2020,Akita,4.66
2020,Yamagata,3.51
2020,Fukushima,2.97
2020,Ibaraki,6.14
2020,Tochigi,5.2
2020,Gunma,5.51
2020,Saitama,8.38
2020,Chiba,6.14
2020,Tokyo,6.65
2020,Kanagawa,8.5
2020,Niigata,3.34
2020,Toyama,3.47
2020,Ishikawa,5.09
2020,Fukui,3.6
2020,Yamanashi,4.31
2020,Nagano,4.58
2020,Gifu,4.94
2020,Shizuoka,5.41
2020,Aichi,6.29
2020,Mie,5.34
2020,Shiga,6.95
2020,Kyoto,7.75
2020,Osaka,9.05
2020,Hyōgo,6.08
2020,Nara,5.88
2020,Wakayama,5.98
2020,Tottori,4.53
2020,Shimane,3.56
2020,Okayama,6.24
2020,Hiroshima,5.3
2020,Yamaguchi,4.05
2020,Tokushima,3.62
2020,Kagawa,4.92
2020,Ehime,6.1
2020,Kōchi,5.52
2020,Fukuoka,7.64
2020,Saga,4.07
2020,Nagasaki,5.31
2020,Kumamoto,5.15
2020,Ōita,5.92
2020,Miyazaki,5.59
2020,Kagoshima,5.8
2020,Okinawa,9.6
